Original,Part of,Translation
"On hitting with a ranged attack, allies within 10ft gain|the benefits of Precise Shot until your next turn.",,"On hitting with a ranged attack, allies within 10ft gain|the benefits of Precise Shot until your next turn."
"When an adjacent ally is attacked, you may use|an attack of opportunity to attempt the aid|another action to improve only your ally’s AC.",,"When an adjacent ally is attacked, you may use|an attack of opportunity to attempt the aid|another action to improve only your ally’s AC."
Resolve|Today,,Resolve|Today
Firestorm,,Firestorm
50 coins weighs 1lb,,50 coins weighs 1lb
With a light or one-handed piercing melee weapon.,,With a light or one-handed piercing melee weapon.
Mass Hold Monster,,Mass Hold Monster
"From level 4, gain a morale bonus to AC, attack,|damage and saving thows against fear.",,"From level 4, gain a morale bonus to AC, attack,|damage, and saving throws against fear."
Arcane Pool|Cost,,Arcane Pool|Cost
SONG OF THE FALLEN,,SONG OF THE FALLEN
CUNNING BRILLIANCE,,CUNNING BRILLIANCE
Inspire action (move),,Inspire action (move)
HEROIC COMBAT,,HEROIC COMBAT
Rova,,Rova
MYTHIC POWER,,MYTHIC POWER
HEALTH SENSE,,HEALTH SENSE
Tiring Critical,,Tiring Critical
"When performing a battle dance, use|Quicken Spell as a move action|(effectively casting a spell as a|move action + swift action).",,"When performing a battle dance, use|Quicken Spell as a move action|(effectively casting a spell as a|move action + swift action)."
Chroniclers can use all knowledge skills untrained,,Chroniclers can use all knowledge skills untrained
SECONDARY,,SECONDARY
Anima|Mage Level,,Anima|Mage Level
Bear,,Bear
AFFLICTED LYCANTHROPE,,AFFLICTED LYCANTHROPE
From level 5:,,From level 5:
Twice a day,,Twice a day
Greater Weapon Specialisation,,Greater Weapon Specialization
Blasphemy,,Blasphemy
IN HARM’S WAY,,IN HARM’S WAY
2 Bonus hit dice|+ 2d10 (including CON),,2 Bonus hit dice|+ 2d10 (including CON)
DANCE OF FURY,,DANCE OF FURY
"Spend up to five consecutive standard actions studying|a target, each granting one of:",,"Spend up to five consecutive standard actions studying|a target, each granting one of:"
Body Feeder,,Body Feeder
+4 insight bonus to Stealth checks for one round,,+4 insight bonus to Stealth checks for one round
• Bleed,,• Bleed
"Once a day, announce before making a melee attack. |On a hit, the attack deals no damage but target is charmed.|No saving throw.",,"Once a day, announce before making a melee attack. |On a hit, the attack deals no damage but target is charmed.|No saving throw."
"On a successful saving throw against a|non-mythic effect, suffer no effects.",,"On a successful saving throw against a|non-mythic effect, suffer no effects."
Luck|Bonus,,Luck|Bonus
Pure Power,,Pure Power
DRACONIC RESISTANCE,,DRACONIC RESISTANCE
MONK,,MONK
RECITATIONS,,RECITATIONS
"Apply the Inspiration bonus to any skill check, ability check|or initiative without spending Inspiration points.",,"Apply the Inspiration bonus to any skill check, ability check|or initiative without spending Inspiration points."
Mystery,,Mystery
FABULOUS,,FABULOUS
Skilled Liar,,Skilled Liar
2 IP,,2 IP
IX,,IX
"Spend an additional 1pt of mental focus from anywhere to lure this outsider into your circle for 10 minutes,|during which time you may bargain for information. If successful, the outsider returns later with|information which is guaranteed correct - but often cryptic.",,"Spend an additional 1pt of mental focus from anywhere to lure this outsider into your circle for 10 minutes,|during which time you may bargain for information. If successful, the outsider returns later with|information which is guaranteed correct - but often cryptic."
SHADOWDANCER,,SHADOWDANCER
Power Word Stun,,Power Word Stun
Shadowdancer|Level,,Shadowdancer|Level
Mystic Null,,Mystic Null
MASS BLADETHIRST,,MASS BLADETHIRST
QINGGONG MONK,,QINGGONG MONK
Fast Rider,,Fast Rider
N/A,,N/A
Number of|Affected Allies,,Number of|Affected Allies
This effect is negated by True Seeing but not |by See Invisibility. The effect of Ki Dodge does |not stack with Blink or Displacement.,,This effect is negated by True Seeing but not |by See Invisibility. The effect of Ki Dodge does |not stack with Blink or Displacement.
SHADOW JUMP,,SHADOW JUMP
Maneuvre Training,,Maneuver Training
Scry,,Scry
Healing Effects,,Healing Effects
Shadow gains +4 to Will saves against channel positive energy.|Shadow cannot be turned or commanded.,,Shadow gains +4 to Will saves against channel positive energy.|Shadow cannot be turned or commanded.
6 to 10,,6 to 10
Aggressive,,Aggressive
Dex,,Dex
Flare,,Flare
Tolerance,,Tolerance
Siege expert,,Siege expert
Recover all hit points with 8 hours rest,,Recover all hit points with 8 hours rest
Ignore Environment,,Ignore Environment
CHA - 4,,CHA - 4
True spirit ability,,True spirit ability
4 tricks,,4 tricks
Bravado’s Blade,,Bravado’s Blade
An Imperial Man-at-Arms is assumed to have any|teamwork feat to allow an ally to use the feat.|The Man-at-Arms does not himself gain any benefit from|the teamwork feat.,,An Imperial Man-at-Arms is assumed to have any|teamwork feat to allow an ally to use the feat.|The Man-at-Arms does not himself gain any benefit from|the teamwork feat.
Paladin|Level,,Paladin|Level
To use several magical effects at once,,To use several magical effects at once
Your magical spirit guide can use your Startling Appearance|ability.,,Your magical spirit guide can use your Startling Appearance|ability.
INSPIRE HEROICS,,INSPIRE HEROICS
• Fascinated,,• Fascinated
Totemist|Level:,,Totemist|Level:
Disguise self as similarily shaped creature,,Disguise self as similarily shaped creature
To summon an unfriendly deceased spirit,,To summon an unfriendly deceased spirit
Ninja|Trick,,Ninja|Trick
RIPOSTE,,RIPOSTE
Crushing Embrace,,Crushing Embrace
Presence,,Presence
"Use Disable Device and Sleight of Hand at a range|of 30 feet. Increases the DC by 5, cannot take 10.",,"Use Disable Device and Sleight of Hand at a range|of 30 feet. Increases the DC by 5, cannot take 10."
Move action,,Move action
Improved Armoured Swiftness,,Improved Armored Swiftness
SPELL CATCHING,,SPELL CATCHING
Item Alteration,,Item Alteration
Ki|Power|Cost,,Ki|Power|Cost
WEAPON ENHANCEMENT,,WEAPON ENHANCEMENT
"Once per day, gain either:",,"Once per day, gain either:"
ADVICE,,ADVICE
Slow Fall 40 ft,,Slow Fall 40 ft
Capacity + 1,,Capacity + 1
URBAN SHAPE,,URBAN SHAPE
TAXATION,,TAXATION
ASAD,,ASAD
Claws: 1d4 damage (1d3 if small),,Claws: 1d4 damage (1d3 if small)
Unlimited uses|per day,,Unlimited uses|per day
HOLY GUN,,HOLY GUN
SWASHBUCKLER,,SWASHBUCKLER
"Rebuke, Halt, Awe,|Control, Dispel Turning|and Bolster Undead",,"Rebuke, Halt, Awe,|Control, Dispel, Turning,|and Bolster Undead"
Tenser’s Transformation,,Tenser’s Transformation
Take no armour check penalty when riding.,,Take no armor check penalty when riding.
to confirm criticals,,to confirm criticals
Languages,,Languages
TITAN MAULER!,,TITAN MAULER!
See through animal companions’ eyes as a swift action|(but Hunter is blinded while maintining this connection).,,See through animal companion's eyes as a swift action|(but Hunter is blinded while maintaining this connection).
Elemental Travel 1/day,,Elemental Travel 1/day
(Max +7),,(Max +7)
"On successfully intimidating a target, they are shaken for 1 round longer than normal.|If a target would be shaken for at least 4 rounds, you can chooseinstead to make them frightened for 1 round.",,"On successfully intimidating a target, they are shaken for 1 round longer than normal.|If a target would be shaken for at least 4 rounds, you can chooseinstead to make them frightened for 1 round."
Repair an object 2hp as a standard action.,,Repair an object 2hp as a standard action.
Large,,Large
LONG JUMP,,LONG JUMP
Mass Hold Person,,Mass Hold Person
Acrobat|Level,,Acrobat|Level
DIVINE EPIPHANY,,DIVINE EPIPHANY
Poison,,Poison
Dispel Magic,,Dispel Magic
From Level 13:,,From Level 13:
LEGENDARY CHAMPION,,LEGENDARY CHAMPION
INVESTIGATOR,,INVESTIGATOR
Greater Invisibility,,Greater Invisibility
Category,,Category
Alertness,,Alertness
BASE ATTACK|BONUS,,BASE ATTACK|BONUS
TOTAL,,TOTAL
MASTER STRIKE,,MASTER STRIKE
Arcane|Health|Points,,Arcane|Health|Points
Deal sneak attack damage to gain this bonus immediately.,,Deal sneak attack damage to gain this bonus immediately.
Bonus to saves against charm|and compulsion effects,,Bonus to saves against charm|and compulsion effects.
Manifestation,,Manifestation
An effect that allows a reflex save for half|damage now does no damage if you pass.,,An effect that allows a reflex save for half|damage now does no damage if you pass.
Choose to replace the devastating touch damage with|the effects of one terror,,Choose to replace the devastating touch damage with|the effects of one terror.
Gain the breath weapon ability once per day if you don’t|already have it by other means.,,Gain the breath weapon ability once per day if you don’t|already have it by other means.
Spirit’s|Charisma,,Spirit’s|Charisma
Master Vitalist,,Master Vitalist
Knock,,Knock
MEDITATIVE WHIRL,,MEDITATIVE WHIRL
Attained,,Attained
SPACIOUS SOUL,,SPACIOUS SOUL
Disarm Traps,,Disarm Traps
Power Drain,,Power Drain
Party Damage|Bonus,,Party Damage|Bonus
"If you are not a Sorcerer, gain bloodline powers as if you were.",,"If you are not a Sorcerer, gain bloodline powers as if you were."
Battle Scavenger +3,,Battle Scavenger +3
Take 10 on Spellcraft checks to identify magic items or decipher scrolls.,,Take 10 on Spellcraft checks to identify magic items or decipher scrolls.
"Armour Enhancement, Lesser",,"Armor Enhancement, Lesser"
Capacity,,Capacity
Temp Attack,,Temp Attack
Swashbuckler’s edge,,Swashbuckler’s edge
"Add 1d6 to Knowledge, Linguistics or Spellcraft",,"Add 1d6 to Knowledge, Linguistics, or Spellcraft"
Add your INT to initiative.,,Add your INT to initiative.
IMPROVED BASTION,,IMPROVED BASTION
Electric blast,,Electric blast
Steal power points = half of damage,,Steal power points = half of damage
DRAGON HERALD,,DRAGON HERALD
ASSASSIN,,ASSASSIN
"Once per round, deflect a ranged attack that would have hit.",,"Once per round, deflect a ranged attack that would have hit."
"Evil creatures are blinded for one round; evil dragons,|outsiders and undead are blinded for 1d4 rounds.",,"Evil creatures are blinded for one round; evil dragons,|outsiders, and undead are blinded for 1d4 rounds."
INFILTRATION,,INFILTRATION
"In a surprise round, you and allies within 30ft can take a|full round action instead of just a standard action.",,"In a surprise round, you and allies within 30ft can take a|full round action instead of just a standard action."
Invention|Save DC,,Invention|Save DC
DEFLECTION|BONUS,,DEFLECTION|BONUS
Craft:|Alchemy,,Craft:|Alchemy
PATHFINDERCHRONICLER,,PATHFINDERCHRONICLER
"On gaining psionic focus, choose one enemy type:",,"On gaining psionic focus, choose one enemy type:"
Bonus,,Bonus
+6 Swim and jump,,+6 Swim and Jump
Champion,,Champion
Spend one use of mythic power to regain|half your maximum hit points and use of|any limited daily abilities,,Spend one use of mythic power to regain|half your maximum hit points and use of|any limited daily abilities
"Camoflage, Bonus feat",,"Camoflage, Bonus feat"
Craft (founder),,Craft (founder)
MAGICAL SUPREMACY,,MAGICAL SUPREMACY
REQUEST AID,,REQUEST AID
Zone of Truth,,Zone of Truth
Craft (leatherworking),,Craft (leather-working)
+4 to attack on a mounted charge.,,+4 to attack on a mounted charge.
Rage 4/day,,Rage 4/day
DM|Level,,DM|Level
SNIPER,,SNIPER
Twice per day.,,Twice per day.
CHARACTER,,CHARACTER
Ranger’s|Luck|Today,,Ranger’s|Luck|Today
Barbarian|Level,,Barbarian|Level
Stun (or other effects) target for one round,,Stun (or other effects) target for one round
SHINING STAR,,SHINING STAR
DETECT EVIL,,DETECT EVIL
SHARED DEFENCE,,SHARED DEFENSE
"Master strike cannot be used again on the same target within|24 hours, whether they pass the Fortitude save or not.",,"Master strike cannot be used again on the same target within|24 hours, whether they pass the Fortitude save or not."
Learn to speak and read Celestial,,Learn to speak and read Celestial
Stalwart,,Stalwart
Freedom of Movement,,Freedom of Movement
GREATER EXPLOITS,,GREATER EXPLOITS
Attribute|modifiers,,Attribute|modifiers
2 ki points,,2 ki points
BIG GAME HUNTER,,BIG GAME HUNTER
"Cannot suffer sneak attack by being flanked,|unless by Rogue four levels higher.",,"Cannot suffer sneak attack by being flanked,|unless by Rogue four levels higher."
Inflict Critical Damage,,Inflict Critical Damage
MAP FIGURE,,MAP FIGURE
DIAMOND SOUL,,DIAMOND SOUL
TATTOOS,,TATTOOS
DEDUCTIONIST,,DEDUCTIONIST
Presence of an undead aura.,,Presence of an undead aura.
Solid Fog,,Solid Fog
Accelerated tumbling...,,Accelerated tumbling...
Rounds Passed,,Rounds Passed
ANIMAL FOCUS,,ANIMAL FOCUS
APPEARANCE,,APPEARANCE
Stunning Attack,,Stunning Attack
DRAGON COLOR,,DRAGON COLOR
"Begin or switch a battle dance as a swift action,|rather than as a mave action.",,"Begin or switch a battle dance as a swift action,|rather than as a move action."
ROOF RUNNER,,ROOF RUNNER
BONUS,,BONUS
CAST INTO THE VOID,,CAST INTO THE VOID
Improved Bull Rush,,Improved Bull Rush
DRAGON MAGIC,,DRAGON MAGIC
Treasurer,,Treasurer
Improved Shield Bash,,Improved Shield Bash
Resilience of Steel +2,,Resilience of Steel +2
"No longer need a will save to maintain your mind blade in a|null psionics field. A blade still loses its enhancement bonus.|Change the configuration of you mind blade as a full-round|action, resetting any penalties from Fluid Form.",,"No longer need a will save to maintain your mind blade in a|null psionics field. A blade still loses its enhancement bonus.|Change the configuration of you mind blade as a full-round|action, resetting any penalties from Fluid Form."
Subsequent truespeak checks,,Subsequent truespeak checks
Knowledge: Religion,,Knowledge: Religion
10d6,,10d6
"Use Stealth to hide underground, even if the|environment doesn’t provide cover",,"Use Stealth to hide underground, even if the|environment doesn’t provide cover."
Orb of Fire,,Orb of Fire
Share Incarnum Radiance,,Share Incarnum Radiance
"On using Smite Good to successfully hit an outsider, that outsider is subject to Banishment.|The effect of Smite Good ends after this attack.",,"On using Smite Good to successfully hit an outsider, that outsider is subject to Banishment.|The effect of Smite Good ends after this attack."
Improved Dirty Trick,,Improved Dirty Trick
"On a successful strike with Smite Evil,|aberrations may be banished to a remote|place for at least a century.",,"On a successful strike with Smite Evil,|aberrations may be banished to a remote|place for at least a century."
Add magical properties to non-magical arrows as you fire them.,,Add magical properties to non-magical arrows as you fire them.
Effortless Sneak,,Effortless Sneak
"When the ally acts with your body, they use their own base|attack bonus, spells, caster level and other ablities, but your|physical scores.",,"When the ally acts with your body, they use their own base|attack bonus, spells, caster level and other ablities, but your|physical scores."
SPELL KENNING,,SPELL KENNING
+1d10,,+1d10
Apply one form infusion and one substance infusion to a blast.,,Apply one form infusion and one substance infusion to a blast.
Sacrifice a spell slot to gain an insight bonus to|one saving throw or skill check.|May only be used once per round.,,Sacrifice a spell slot to gain an insight bonus to|one saving throw or skill check.|May only be used once per round.
From level 6:,,From level 6:
CANNY FOE,,CANNY FOE
"Cannot be caught flat-footed, even by an|invisible attacker.",,"Cannot be caught flat-footed, even by an|invisible attacker."
