Original,Part of,Translation
d8 / 2d8,,d8 / 2d8
Suit design,,Apparence
Darkness,,Ténèbres
PATCH,,BRICOLAGE
Bonus Language:,,Langue supplémentaire:
Sneaking Precision,,Précision Sournoise
Arcane Eye,,Œil du mage
Social skills,,Compétences sociales
Expert Loading,,Expert en rechargement
STEP SIX,,ÉTAPE SIX
DISTRACTION,,DISTRACTION
Wisdom,,Sagesse
Kuthona,,Kuthona
FRIGHTENING TUNE,,MELODIE EFFRAYANTE
Craft Wand,,Création de baguettes magiques
0pt,,0pt
Stunning Shot,,Tir Étourdissant
Profession (sailor),,Profession (marin)
(Round down),,(arrondi à l'inférieur)
Ki Pool (adamantine),,Réserve de ki (adamantium)
Remove fear,,Retire peur
WEAPON TRAINING,,ENTRAÎNEMENT AUX ARMES
SPECIAL MOUNT,,MONTURE SPECIALE
Electricity,,Électricité
From level 2:,,A parir du niveau 2:
Agile,,Agile
SPEED,,VITESSE
Read Magic,,Lecture de la magie
PERSONALITY,,PERSONNALITE
SOLAR ARMOUR,,ARMURE SOLAIRE
"Bonus to attack rolls, saving throws|and skill checks.",,"Bonus aux jets d’attaque, de sauvegarde et|aux tests de compétences."
DIPLOMACY MODIFIERS,,MODIFICATEURS DE DIPLOMACIE
Base|Speed,,Vitesse|de base
BACK OFF,,RÉTROCOMBUSTION
DEXTERITY,,DEXTÉRITÉ
BONUS LANGUAGES,,LANGUES SUPPLÉMENTAIRES
BARDIC PERFORMANCE,,PERFORMANCE DE BARDE
CHOOSE A CLASS,,CHOISISSEZ UNE CLASSE
Bonus combat feat,,Don de combat supplémentaire
Profession (courtesan),,Profession (courtisan)
"-2 to attack rolls, damage rolls,| saving throws, skill and ability checks",,"-2 aux jets d'attaque, de dommages,| de sauvegarde, de compétence et de caractéristique"
II,,II
Craft (cloth),,Artisanat (étoffes)
ENVOY IMPROVISATION ›,,IMPROVISATION DE L’ÉMISSAIRE ›
Gifts,,Dons
(require,,(requiert
Bonus Spells,,Sorts supp.
Weapon|Enhancement,,Amélioration|d'arme
QUICK DRAW,,ARME EN MAIN
Talk with your animal companion as if using a common|language. Others cannot understand you.,,Parlez avec votre compagnon animal comme si vous partagiez une langue.|Les autres ne peuvent pas vous comprendre.
"Spend one use of mythic power to reroll any d20, orforce a foe to reroll, even after the result is revealed.",,"Dépensez une utilisation de pouvoir mythique pour relancer n'importe quel d20, ou forcer un adversaire à rejeter son jet même si le résultat est déjà connu"
"round down,|minimum 1",,"arrondi à l'inférieur,|mnimum 1"
"Make a Bluff, Intimidate or Stealth check",,"Faites un test de Bluff, Intimidation ou Discrétion"
USE MAGICAL DEVICE,,UTILISATION D'OBJETS MAGIQUES
Pathfinder Society Faction,,Faction de la Société Pathfinder
SHADOWCASTER,,MAGE DE L'OMBRE
Slow Fall 70 ft,,Chute ralentie 21m
FUSE SPELLS,,FUSION DE SORTS
+2 to overcome|Spell Resistance,,+2 pour vaincre la|résistance à la magie
"Cannot rage, run or charge|while fatigued.",,"Ne peut pas entrer en rage, courir ou charger|lorsqu'il est fatigué"
coins,,Pièces
Value,,Valeur
Magister,,Magister
"In the event of a personality conflict, the wielder|must make a will save against the item’s ego,|or the item becomes dominant.",,"en cas de conflit de personnalité, le porteur|doit faire un jet de volonté contre l'égo de l'objet|ou l'objet devient dominant."
EXPERTISE TALENT,,SAVOIR-FAIRE MAÎTRISÉ
Profession (tanner),,Profession (tanneur)
Stunning Critical,,Critique étourdissant
CRIT,,CRIT
Profession (shepherd),,Profession (berger)
Climb,,Escalade
Force their gunner to take the worse of two rolls.,,Leurs canonniers prennent le moins bon de 2 jets.
Arcane|Archer|Level,,Niveau|d'archer-|mage
Permission to Print,,Autorisation d'Imprimer
Grant one ally an immediate extra move action,,Offre immédiatement une action de mouvement supplémentaire à un allié.
Arcane Health Pool,,Réserve de santé magique
ARTIFICIAL INTELLIGENCE,,INTELLIGENCE ARTIFICIELLE
Knowledge (religion),,Connaissance (religion)
Profession (soldier),,Profession (soldat)
Scorpion Style,,Style du Scorpion
None,,Aucun
Ghost Touch,,Toucher fantôme
Need a second hacking check at +2 DC to reach partitioned modules,,Autre test de piratage DD +2 requis pour accès aux modules cachés.
+2 unrest if the treasury is empty,,+2 en insécurité si la trésorerie est vide
Meticulous,,Méticuleux
"To craft a weapon, armour or item in one minute:",,"Bricoler arme, armure ou objet tech. en (niveau) min. :"
Craft (pottery),,Artisanat (poteries)
HOLY CHAMPION,,CHAMPION SACRÉ
Additional abilities,,Capacités supplémentaires
"Flaming burst, icy burst or shocking burst",,"Feu intense, froid intense ou foudre intense"
TARGET SYSTEM,,CIBLAGE SYSTÈME
"Fill in your hit points, stamina points, resolve points and|saving throws using numbers for your class at level 1.",,"Calculez vos points de vie, d'endurance et de persévérance ainsi|que vos jets de sauvegarde indiqués par votre classe."
Keyboard|Instruments,,Claviers|Instruments
ENLIGHTENMENT,,ILLUMINATION
GUNNER,,ARTILLEUR
KNOWN SPELLS,,SORTS CONNUS
Spot,,Detection
HIT|DICE,,DÉS DE|VIE
BURN,,BRÛLURE
QUICK TO ACT,,RAPIDITÉ D'ACTION
AC|Bonus,,Bonus|CA
Times Today,,Fois aujourd'hui
BULK,,VOLUME
1 IP,,1 PI
Shock,,Foudre
Fire one weapon.,,Fait feu avec une arme.
Cure Wounds,,Soins des blessures
COUNTERSONG,,CONTRE-CHANT
FORT,,VIG
Craft (leather),,Artisanat (travail du cuir)
Mordenkainen’s Sword,,Epee de Mordenkainen
AETHER,,ÉTHER
"Fly forward at ½ speed,|don’t turn.",,"½ vitesse en ligne droite,|ne tourne pas."
"Fly at ½ speed, weapons and|shields are flipped this round.",,"Déplacement à ½ vitesse, armes et|boucliers sont inversés ce tour."
Wood,,Bois
Wrecked,,Détruit
CHARACTER|BACKGROUND,,HISTOIRE|PERSONELLE
NIMBLE,,HABILE
Learning a new infusion requires a Spellcraft check|with DC 20 + Spell Level,,Apprendre une nouvelle infusion requiert un test d'Art de la Magie|de DD 20 + niveau du sort
Size Modifier|x4,,Mod. De Taille|x4 
Flurry of Blows,,Déluge de coups
Sense Motive,,Psychologie
Aura,,Aura
Prestige,,Prestige
Sage,,Sage
Size,,Taille
Twice per day,,2 fois par jour
What sort of character do you want to play?,,Quel genre de personnage voulez-vous jouer ?
EIDOLON,,EIDOLON
Armour|Enhancement,,Amélioration|d'armure
"Denounce a foe to make them shaken, inflicting -2 to attack rolls, saving throws, skill and ability checks.",,"Dénoncer un ennemi pour le rendre secoué, infligeant -2 aux jets d'attaque, jets de sauvegarde et aux tests de compétence et de caractéristique."
Round down,,arrondi à l'inférieur
Fighter|Level,,Niveau de|Guerrier
RANGED|ATTACK,,ATTAQUE|À DISTANCE
Economy|Roll,,Lancer|d'économie
Promotions,,Promotions
CM,,MO
SOCIAL CONNECTIONS,,RESEAU
1 mile,,"1,5 km"
Slow Fall 90 ft,,Chute ralentie 27m
HOME,,FOYER
Target is also frightened unless they pass a will save.,,La cible est aussi effrayée à moins de réussir un jet de volonté.
Temp|Bonus,,Bonus|Temp
SURGE,,ADRENALINE
3-Level|Bonus × 2,,Bonus × 2 |Niveau 3
Computer|Bonus,,Bonus des|Ordinateurs
Piercing,,Perçant
Air,,Air
Remember to role-play your character traits.,,Souvenez-vous de jouer les traits de votre personnage.
STEP THREE,,ÉTAPE TROIS
HEX|TOKENS,,JETONS|HEXAGONES
2d10,,2d10
Climb Speed,,Vitesse d'escalade
Mass Suggestion,,Suggestion de masse
Use Rope,,Utilise une corde
Defensive Casting|Attack Penalty,,Lancer de sort sur la défensive|Pénalité d'attaque
With all Operative proficient weapons:,,Avec armes d'Agent si formé :
•  1d4 strength or dexterity damage,,• 1d4 de degats de force ou de dextérité
KILL SHOT,,ATTAQUE FATALE
REF,,REF
"Bonus applies to saving throws against Bardic Performance, sonic|and language-dependent effects.",,"Ce bonus s'applique aux jets de sauvegarde contre la Représentation Bardique, et les|effets dépendant du son ou du langage "
Bluff,,Bluff
1 hour,,1 heure
Base|Attack,,Base|Attaque
Wholeness of Body,,Integrité du Corps
Total Bulk,,Volume Total
TARGET,,CIBLE
FIREARMS,,ARMES A FEU
Exocortex,," Exocortex"
Spend 1 resolve and diplomacy:|crew take the better of two rolls.,,1pp et test de diplomatie : l’ équipage|prend le meilleur de deux jets.
SPELL CACHE,,CACHE DE SORTS
Lucky,,Chanceux
Class|Skill,,Comp.|de classe
Item|Bonus,,Bonus|d'objets
Fire any two weapons at -4.,,Fait feu avec deux armes à -4.
Total|Level,,Total
Basic Value,,Valeur de base
Misc,,Divers
"Make a full attack without requiring|direct control, and at only -4 penalty.",,Fait une attaque à outrance à -4 sans|contrôle direct.
Profession (miller),,Profession (meunier)
Your drone can act with full autonomy.|It takes a full round of actions without|needing direct control.,,Votre drone est autonome. Il a des actions|normales à chaque tour sans besoin d'un|contrôle direct.
ARCHERY,,TIR A L'ARC
SETTLEMENT,,COLONIE
THRUSTERS,,PROPULSEURS
MAGIC HACKS ›,,ALTÉRATIONS MAGIQUES ›
CHOICES,,CHOIX
Range:,,Portée:
Bonus|Points,,Bonus|Points
BARDIC KNOWLEDGE,,SAVOIR BARDIQUE
10ft,,3 m
MAX BURN,,BRÛLURE MAX.
Hand-held device,,Appareil en main
SPECIALISATION,,SPÉCIALISATION
Knowledge (nature),,Connaissance (nature)
Uncanny Dodge,,Esquive instinctive
TWO-WEAPON FIGHTING,,COMBAT À DEUX ARMES
(PALADIN),,(PALADIN)
(CLERIC),,(PRETRE)
Take -2 penalty to AC against any enemy except challenged target,,-2 à la CA contre tous les ennemis sauf celui défié
FIREWALL,,PARE-FEU
This document is released under the Artistic License 2.0,,Ce document est publié sous l'Artistic License 2.0
Attack and damage,,Attaque et degats
FIGHTER,,GUERRIER
Use Magic|Device,,Utilisation|d'objets magiques
Feat Sharing|Today,,Partage de Dons|Aujourd'hui
Perform (wind),,Représentation (instruments à vent)
Spouse,,Épouse
HEALTH,,SANTE
Base Attack|Bonus,,Bonus d'attaque|de base
Penalty,,Pénalité
Targeting,,Cibler
FAVOURED ENEMY,,ENNEMI JURE
Profession (farmer),,Profession (fermier)
Base magic item,,Objet magique de base
STUDIED COMBAT,,COMBAT ÉTUDIÉ
= 20ft + [,,= 6m + [
STEP TWO,,ÉTAPE DEUX
Science officer can scan other ships.,,L’officier scient. peut scanner les autres vaisseaux.
Arodus,,Arodus
Bonus spells may come from any arcane|spellcaster’s list of available spells,,Les sorts bonus peuvent provenir de|n'importe quelle liste de sorts profanes.
Make and model,,Modèle
Still Mind,,Sérénité
Craft (calligraphy),,Artisanat (calligraphie)
CLASS ABILITY,,CAPACITÉ DE CLASSE
DOUBLE DEBILITATION,,DOUBLE HANDICAP
"Come up with a cool idea for your character. Figure out where they|come from, how their background shaped them and why they’ve|chosen to be an adventurer.|Use extra pages if necessary.",,"Trouver une idée sympathique pour votre personnage. Choisissez d'où|il vient, comment son histoire le définit et pourquoi il|a choisi de devenir un aventurier.|Utiliser des pages supplémentaires si nécessaire."
MALE,,HOMME
Paralysed,,Paralysé
MAP|TOKEN,,PION
CRAFT MAGIC ITEM,,FABRICATION D'OBJETS MAGIQUES
SHOCK GRID,,RÉS. DE SURTENSION
Telepathic Speech,,Message télépathique
HARD TO KILL,,DUR A TUER
ECO,,ECO
FEATS + PROFICIENCIES,,DONS + FORMATIONS
"Bluff, Diplomacy",,"Bluff, Diplomatie"
CREW FUNDS,,FONDS DE L'ÉQUIPAGE
Immune to charm effects including magic.,,"Immunité contre les charmes, meme magique."
Saving throw,,Jet de sauvegarde
Use bonus in place of...,,Utiliser ce bonus à la place de...
Comprehend Languages,,Compréhension des langues
Dance,,Dance
Mod,,Mod.
"If manoeuverability is clumsy, take -4 to AC and TL this turn;|if poor, take -2; otherwise no penalty.",,"Si la manoeuvrabilité est déplorable, -4 à la CA et l’IV ce tour ;|si elle est médiocre, -2 ; sinon aucun malus."
55ft,,"16,50 m"
Armour class,,Classe d'armure
An item that allows you to store and access spells.,,Un objet qui stocke et permet d’accéder à des sorts.
HARDENED,,BLINDAGE
20 to 24,,20 a 24
BASE ATTACK,,ATTAQUE DE BASE
Life bond,,Vies liées
BARBARIAN!,,BARBARE!
INITIATIVE,,INITIATIVE
DIVINE HEALTH,,SANTE DIVINE
Profession (trapper),,Profession (trappeur)
Craft (stonemasonry),,Artisanat (constructions en pierre)
Mystic|Level,,Niveau de|Mystique
STEP EIGHT,,ÉTAPE HUIT
Craft (chemist),,Artisanat (alchimie)
Take 20 Today,,"""Faire 20"" Aujourd'hui"
Other ship’s tier (add countermeasures),,Échelon autre vaisseau (plus countre-mesures)
TRAINING,,ENTRAÎNEMENT
35ft,,"10,50 m"
60ft,,18m
"When making a full attack with operative melee or small|arms, make 4 attacks.",,"Lors d’attaque à outrance avec des armes légères ou de|corps à corps d’Agent, faites 4 attaques."
Delayed death,,Mort différée
A successful strike with smite evilbypasses damage reduction.,,Un succès sur un Châtiment du Mal annule toutes les réductions de dommages
FEATS,,DONS
Aether,,Éther
Item,,Objet
Combat Casting,,Magie de guerre
Familiar|Intelligence,,Famillier|Intelligence
Speciality Spell,,Sort de Spécialisation
PORTRAIT,,PORTRAIT
STUNNING FIST,,COUP ETOURDISSANT
Shortsword,,Epee courte
Avoid half damage on failed reflex save,,Ne prend que la moitié des dégâts sur un jet de réflexes raté
Bonus|Combat|Feat,,Don|de combat|supplémentaire
6ft,,"1,80 m"
OF,,DE
Marshal,,Maréchal
to Diplomacy to alter an animal’s attitude,,en Diplomatie pour changer l'attitude d'un animal
Cone of Cold,,Cone de froid
Wild|Shape|Level,,Sauvage|Forme|Niveau
"Flaming, frost or shock",,"Feu, froid ou foudre"
Society,,Société
Gain damage reduction 5/evil.,,Gagne réduction de dégâts 5/Mal.
Power|Save DC,,Pouvoir|Sauvegarde DD
• Paralysed,,• Paralysé
Fast Movement,,Mouvement rapide
Festivals,,Festivals
SECURE ACCESS,,ACCÈS SÉCURISÉ
Temp Damage,,Dégâts Temporaires
"Armour, Shield",,"Armure, bouclier"
Monthly income,,Revenus mensuels
ENVOY,,ÉMISSAIRE
Nerf,,Diminution
Evolutions,,Évolutions
DAMAGE,,DEGATS
"Move through enemy’s hex,|attack at close range.",,"Déplacement dans l’hexagone|ennemi, attaque à courte portée."
FAVOURED ENEMY BONUS,,BONUS CONTRE LES ENNEMIS JURÉS
Trap Sense +5,,Sens des pièges +5
Buy your equipment.,,Achetez votre équipement.
Totem,,Totem
STEP FOUR,,ÉTAPE QUATRE
Skills and languages,,Compétences et langages
Mesmerist|Level,,Niveau|d'Hypnotiseur
GLIDE,,GLISSE
Base|Extracts,,Extraits|de base
Impaling Critical,,Critique empalant
+4 DC to enemies casting defensively within your threatened area,,+4 au DD des ennemis lançant un sort sur la défensive dans une zone que vous menacez
die,,dés
SPELL SCHOOLS,,ÉCOLES DE MAGIE
Attack|Bonus,,Attaque|Bonus
Bonus to initiative|and skill checks,,Bonus à l’initiative|et aux tests de|compétence
per spell|level if not a|Magus spell,,par niveau|de sort si pas un|sort de Magus
TRICK ATTACK,,FEINTE OFFENSIVE
"As a standard action, hack a computer.",,Piratez un ordinateur en une action simple.
LOYALTY,,LOYAUTE
Untrained,,Non entrainé
Craft (paintings),,Artisanat (peintures)
Profession (innkeeper),,Profession (tavernier)
WISDOM,,SAGESSE
SOLARIAN,,SOLARIEN
Move Silently,,Déplacement Silencieux
Range II,,Portée II
HIT POINTS,,PTS DE VIE
SHAMAN,,SHAMAN
MODS,,MODULES
"Spend two uses of Smite Evil to grant allies the ability to|smite evil. The bonus lasts 1 minute, but must be used in|the first round.",,Dépense 2 utilisation de Châtiment du Mal pour donner la possibilité au alliés de |l'utiliser. Ce bonus reste 1 minute mais doit être utilisé|au premier tour.
Long,,Long
SAVES,,SAUVEGARDES
d8,,d8
Operate a complex device:,,Utilisez un appareil complexe :
SECONDARY FIGHTING STYLE,,STYLE DE COMBAT SECONDAIRE
Attempt same skill to give +2 to crew check.,,Test même comp donne +2 à un autre.
ROUND UP,,ARROND. SUP.
Master’s bonus ability,,Capacité bonus du maître
Extract Save DC = 10 + INT + Extract Level,,DD de sauvegarde des extraits = 10 + INT + Niveau d'Extrait
The number of 12-mile|hexes the kingdom controls,,Le nombre d'hexagones de 18 km|que le royaume contrôle
Max Speed,,Vitesse max
Craft (carpentry),,Artisanat (menuiserie)
Spells|per day,,Sorts|par jour
FEATS & SPECIAL ABILITIES,,DONS ET CAPACITES SPECIALES
SOLARIAN’S ONSLAUGHT,,ASSAUT DU SOLARIEN
if larger/|smaller,,Si plus grand|petit
No age penalties or artificial ageing,,Pas de pénalités dues à l'âge ou le vieillissement artificiel
Spell Combat|Attack Penalty,,Pénalité d'attaque|en combat magique
CITY,,VILLE
TECH LORE,,SAVOIR-FAIRE TECHNOLOGIQUE
+6 Perception,,+6 Perception
Animal Companion’s Name,,Nom du compagnon animal
See below.,,Voir ci-dessous.
Craft (bows),,Artisanat (arcs)
Skald|Level,,Niveau de|Scalde
AMMUNITION,,MUNITIONS
VALUABLE ITEMS,,OBJETS DE VALEURS
Add monk level to Acrobatics checks for jumping,,Ajouter votre niveau de Moine aux jets d'Acrobaties pour sauter
"When hacking, disable one countermeasure (except firewall).",,"En piratage, désactivez une contre-mesure (sauf pare-feu)."
Flaming,,Feu
ENGINEER,,INGÉNIEUR
INITIATIVE|MARKER,,INITIATIVE|MARQUEUR
Greater,,Supérieur
STELLAR REVELATIONS,,RÉVÉLATIONS STELLAIRES
ranks,,rangs
Range,,Portée
Inspiration|Point Cost,,Cout en|Point d'inspiration
Retreat at ½ speed.,,Retraite à ½ vitesse.
Medium,,Moyen
Events,,Evénements
Zone of Silence,,Zone de silence
DIVINE BOND,,LIEN DIVIN
STARFINDER,,STARFINDER
HACKING,,PIRATAGE
PAYMENTS,,PAIEMENTS
Take only half damage even on failed reflex,,Reçoit seulement la moitié des dégâts même en cas d'echec de jet de réflexe
LONG RANGE,,LONGUE PORTÉE
4d6,,4d6
Shot on the Run,,Tir en mouvement
Special Requirements,,Conditions speciales
Skill,,Compétence
PREPARED SPELLS,,SORTS PREPARES
Improved Evasion,,Évasion améliorée
Flaming burst,,Feu intense
• Blind,,• Aveugle
Full|Moon,,Pleine|lune
VI,,VI
Divination,,Divination
DC 15,,DD 15
10ft ×,,3m ×
Modifier,,Modificateur
Stealth,,Discrétion
"Fill in the class’s hit die, skill ranks per level, and class skills",,"Remplissez le dé de vie, les points de compétence par niveau, et les compétences de classe"
